"was.resp";"was.cnt";"said.resp";"said.cnt";"have.resp";"have.cnt";"come.resp";"come.cnt";"people.resp";"people.cnt";"other.resp";"other.cnt";"please.resp";"please.cnt";"deadly.resp";"deadly.cnt";"dairy.resp";"dairy.cnt";"young.resp";"young.cnt";"nature.resp";"nature.cnt";"remember.resp";"remember.cnt";"shoulder.resp";"shoulder.cnt";"search.resp";"search.cnt";"country.resp";"country.cnt";"station.resp";"station.cnt";"fortune.resp";"fortune.cnt";"flavour.resp";"flavour.cnt";"science.resp";"science.cnt";"aspire.resp";"aspire.cnt";"language.resp";"language.cnt";"wheat.resp";"wheat.cnt";"neighbour.resp";"neighbour.cnt";"marvellous.resp";"marvellous.cnt";"autism.resp";"autism.cnt";"absolutely.resp";"absolutely.cnt";"societies.resp";"societies.cnt";"analyse.resp";"analyse.cnt";"councillor.resp";"councillor.cnt";"cup.resp";"cup.cnt";"best.resp";"best.cnt";"clip.resp";"clip.cnt";"stem.resp";"stem.cnt";"fond.resp";"fond.cnt";"life.resp";"life.cnt";"strong.resp";"strong.cnt";"grand.resp";"grand.cnt";"scram.resp";"scram.cnt";"shelf.resp";"shelf.cnt";"check.resp";"check.cnt";"swept.resp";"swept.cnt";"without.resp";"without.cnt";"sporty.resp";"sporty.cnt";"understand.resp";"understand.cnt";"ground.resp";"ground.cnt";"blade.resp";"blade.cnt";"subside.resp";"subside.cnt";"yesterday.resp";"yesterday.cnt";"prize.resp";"prize.cnt";"scarper.resp";"scarper.cnt";"impact.resp";"impact.cnt";"selfishly.resp";"selfishly.cnt";"trombone.resp";"trombone.cnt";"property.resp";"property.cnt";"lantern.resp";"lantern.cnt";"demonstrate.resp";"demonstrate.cnt";"judgement.resp";"judgement.cnt";"probably.resp";"probably.cnt";"lep.resp";"lep.cnt";"swem.resp";"swem.cnt";"clep.resp";"clep.cnt";"prond.resp";"prond.cnt";"chust.resp";"chust.cnt";"lirst.resp";"lirst.cnt";"greem.resp";"greem.cnt";"shilf.resp";"shilf.cnt";"grong.resp";"grong.cnt";"lorty.resp";"lorty.cnt";"fize.resp";"fize.cnt";"scade.resp";"scade.cnt";"scrand.resp";"scrand.cnt";"bife.resp";"bife.cnt";"withound.resp";"withound.cnt";"prostand.resp";"prostand.cnt";"strofect.resp";"strofect.cnt";"blarper.resp";"blarper.cnt";"spantern.resp";"spantern.cnt";"underbably.resp";"underbably.cnt";"sombone.resp";"sombone.cnt";"jubside.resp";"jubside.cnt";"yesperty.resp";"yesperty.cnt";"sandstrate.resp";"sandstrate.cnt";"impabit.resp";"impabit.cnt";"perout.resp";"perout.cnt";"trelfishly.resp";"trelfishly.cnt";"proterday.resp";"proterday.cnt";"sudgement.resp";"sudgement.cnt"
NA;NA;NA;NA;NA;NA;NA;NA;"peepill";1;"orva";1;"ppp";1;"dedllee";1;"dch";1;"yueng";1;"nah";1;"reememder";1;"shoddar";1;"sirci";1;"conchey";1;"shashn";1;"focture";1;"flaivri";1;"science";1;"asphour";1;"lagvich";1;NA;NA;"nabbrer";1;"mravls";2;"altusem";1;"abbsaloutley";1;"asuster";1;"alight";1;"cagslee";1;NA;NA;NA;NA;NA;NA;NA;NA;"vommdpd";1;NA;NA;"stran";1;"sa";1;"skad";1;"shewf";1;"sweped";1;"swef";1;"wiothat";1;"sporay";1;"undenstand";1;"grouod";1;"gkgk";1;"subsaed";1;"yesrd";1;"prizie";1;"scarep";1;"inpacketed";1;"seflisly";1;"crambon";1;"probety";1;"lantone";1;"damnstrat";1;"iman";1;"pbee";1;NA;NA;NA;NA;"e";1;"praund";1;"hcut";1;"llist";1;"q";1;"sheaip";1;"gronk";1;"lauthgty";1;"fiyz1";1;"scayt";1;"scrant";1;"bof";1;"wethound";1;"potban";1;"shrofac";1;"blabour";1;"slpantr";1;"u";1;"shomboone";1;"josid";1;"wispety";1;"samstraght";1;"impababet";1;"horoat";1;"cnteriche";1;"pota";1;"sergment";1
NA;NA;NA;NA;NA;NA;NA;NA;"peeple";1;"ot";1;"pqee";1;"dedlp";1;"de";1;"yugn";1;"nahrh";1;"reememe";1;"shodur";1;"sirtch";1;"conchiey";1;"shasny";1;"focuine";1;"flant";1;"sciencese";1;"aspi";1;"lagvij";1;NA;NA;"nabda";1;"mrvls";2;"aotmsim";1;"abbsalutly";1;"cecielys";1;"alise";1;"cahserler";1;NA;NA;NA;NA;NA;NA;NA;NA;"z";1;NA;NA;"strg";1;"sad";1;"skan";1;"shex";1;"t";1;"sweft";1;"wiotl";1;"sporea";1;"under stander";1;"groused";1;"ibb";1;"subscim";1;"yesrda";1;"prizs";1;"scarepar";1;"inpacktd";1;"sefliy";1;"crombo";1;"probily";1;"lantter";1;"damvst";1;"it";1;"pbll";1;NA;NA;NA;NA;"ele";1;"prd";1;"host";1;"loast";1;"qlem";1;"shealf";1;"grono";1;"lauthy";1;"fizes";1;"scd";1;"scrat";1;"bofe";1;"wfafe";1;"praactn";1;"shrofec";1;"blaca";1;"smanturn";1;"u(illegible)bablee";1;"shonbone";1;"jpside";1;"wte";1;"sanbot";1;"impabbit";1;"horofe";1;"drollfishly";1;"potaday";1;"sermeat";1
NA;NA;NA;NA;NA;NA;NA;NA;"peeplw";1;"oth";1;"prees";1;"dedre";1;"dearry";1;"yui";1;"nahs";1;"reememer";1;"shoid";1;"siuch";1;"conchory";1;"shtaichun";1;"foechun";1;"flaoca";1;"scienci";1;"aspiaer";1;"lagw";1;NA;NA;"nabe";1;"muls";2;"aoutism";1;"abbsloot";1;"cercitity";1;"allice";1;"cainceler";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strgn";1;"samn";1;"skeb";1;"shf";1;"tect";1;"sweit";1;"wishowa";1;"sporly";1;"undersatand";1;"grouwnd";1;"laid";1;"subscribe";1;"yesrery";1;"prizse";1;"scarepere";1;"inpackte";1;"sefshl";1;"drnmden";1;"probtey";1;"lanttern";1;"dana";1;"iumut";1;"pear";1;NA;NA;NA;NA;"k";1;"pren";1;"hrust";1;"lofed";1;"qrin";1;"sheeff";1;"gror";1;"lautie";1;"fizze";1;"sceed";1;"scrawd";1;"bp";1;"wfand";1;"praastand";1;"shrofect";1;"blacka";1;"soanten";1;"ualey";1;"shunbrum";1;"jsd";1;"y1";1;"sanbsiart";1;"impabete";1;"hrout";1;"droufley";1;"potb";1;"seunbbumbeb";1
NA;NA;NA;NA;NA;NA;NA;NA;"peepoow";1;"othor";1;"ps";1;"deduly";1;"deavy";1;"yund";1;"naichei";1;"reememper";1;"shoir";1;"sk";1;"concrry";1;"shtashoon";1;"fof";1;"flaouver";1;"sciene";1;"aspiau";1;"lagwch";1;NA;NA;"nabea";1;"-";1;"aplose";1;"abbsolotly";1;"cesiety";1;"alnise";1;"cainslir";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"stroap";1;"sand";1;"skramp";1;"shif";1;"tencieu";1;"swemped";1;"witb";1;"sporr";1;"undersdadid";1;"growan";1;"lan";1;"subsd";1;"yessterday";1;"prizze";1;"scarfcat";1;"inpacr";1;"sefshle";1;"drombo";1;"probtuply";1;"lanttn";1;"danbemstraght";1;"jagement";1;"phley";1;NA;NA;NA;NA;"kelp";1;"prm";1;"hs";1;"loose";1;"rem";1;"sheetie";1;"grouad";1;"lauuty";1;"fles";1;"sceid";1;"scrd";1;"brif";1;"wfd";1;"praostan";1;"shtofeckt";1;"blacrer";1;"soanton";1;"uardhee";1;"smbn";1;"jside";1;"yasptee";1;"sanbstrat";1;"impabickt";1;"hrowt";1;"el";1;"potday";1;"sgugment";1
NA;NA;NA;NA;NA;NA;NA;NA;"peepop";1;"othre";1;"puys";1;"dee";1;"dedry";1;"yundb";1;"naichr";1;"reememr";1;"shojl";1;"slearch";1;"conctry";1;"siash";1;"foigan";1;"flaovaur";1;"scienes";1;"aspiea";1;"lagweg";1;NA;NA;"nabegore";1;"amllous";1;"arissum";1;"abcalutely";1;"cirily";1;"alos";1;"caiselrer";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"stroing";1;"sgnam";1;"skran";1;"shilf";1;"th";1;"swemt";1;"witf";1;"sporrte";1;"undersdend";1;"grown";1;"layd";1;"subsee";1;"yest";1;"proce";1;"scarfer";1;"inpactd";1;"sefshli";1;"e";1;"proe";1;"lantu";1;"danonstrat";1;"jagmant";1;"pidus";1;NA;NA;NA;NA;"kep";1;"prmd";1;"hsrust";1;"lor";1;"reme";1;"sheif";1;"groun";1;"lawghty";1;"flies";1;"sceyd 1";1;"scrnned";1;"bufy";1;"wfound";1;"praraned";1;"shtrofect";1;"blader";1;"sonturn";1;"ubablee";1;"sndboan";1;"jtdib";1;"yeaputy";1;"sand";1;"impabide";1;"hurot";1;"grey";1;"poteday";1;"shool";1
NA;NA;NA;NA;NA;NA;NA;NA;"peepor";1;"otudi";1;"qleas";1;"deedliy";1;"dee";1;"yunger";1;"naichru";1;"reememu";1;"shol";1;"soch";1;"condrie";1;"slaetion";1;"foitchooh";1;"flaover";1;"scienta";1;"aspiear";1;"lagwich";1;NA;NA;"nabergh";1;"ater";1;"artism";1;"abclootlee";1;"cisiatise";1;"alose";1;"cal";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strond";1;"srade";1;"skrap";1;"shith";1;"ugl";1;"swend";1;"with";1;"sporry";1;"undersderned";1;"growng";1;"layed";1;"subseind";1;"yestad";1;"proys";1;"scarker";1;"inpactet";1;"sefshtree";1;"hcoo(illegible)ei";1;"proer";1;"lantum";1;"dastra";1;"jajsment";1;"pleey";1;NA;NA;NA;NA;"klebh";1;"prn";1;"htt";1;"lorist";1;"reuym";1;"sheilf";1;"grown";1;"lawriey";1;"flighs";1;"sciad";1;"scromd";1;"buikef";1;"whichond";1;"prasand";1;"shtrofkest";1;"blafe";1;"spab";1;"ubabol";1;"so";1;"jubaude";1;"yeet";1;"sand straight1";1;"impabik";1;"hurote";1;"heyy";1;"poterl";1;"shoomt";1
NA;NA;NA;NA;NA;NA;NA;NA;"peepow";1;"ovre";1;"sed";1;"deedllee";1;"deeree";1;"yungly";1;"naichu";1;"reemenber";1;"sholb";1;"sorch";1;"conere";1;"slashon";1;"foja";1;"flaovour";1;"sciert";1;"aspieer";1;"lagwid";1;NA;NA;"nabigher";1;"atir";1;"artissam";1;"aberslety";1;"cissaties";1;"als";1;"calela";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strone";1;"sram";1;"slow";1;"shlef";1;"with";1;"swepb";1;"withait";1;"sported";1;"underslang";1;"growns";1;"led";1;"subseside";1;"yestade";1;"prsey";1;"scarmp";1;"inpacts";1;"sefths";1;"inbone";1;"projay";1;"lantune";1;"dema";1;"jdim";1;"plobe";1;NA;NA;NA;NA;"klee";1;"prnod";1;"ichirst";1;"lort";1;"shif";1;"sheilfe";1;"grrome";1;"lawtea";1;"flight";1;"sciyad";1;"scron";1;"buyth";1;"whifhound";1;"prastawnd";1;"shtrowfeckt";1;"blafu";1;"spad";1;"ubdalee";1;"so-ow";1;"jubde";1;"yeipurty";1;"sandchrat";1;"impabin";1;"hurowt";1;"holfishly";1;"potnih";1;"shtmot";1
NA;NA;NA;NA;NA;NA;NA;NA;"peepp";1;"pegpuu";1;"tlios";1;"deedly";1;"deey";1;"yunig";1;"naicku";1;"reemence";1;"sholbue";1;"sory";1;"conntry";1;"slaytion";1;"folchoon";1;"flarbur";1;"scilence";1;"aspieur";1;"lagwige";1;NA;NA;"nabin";1;"mabelys";1;"artistil";1;"abeslutly";1;"cisustea";1;"alzg";1;"caler";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongh";1;"stong";1;"sltoere";1;"shltt";1;NA;NA;"swepea";1;"withaowt";1;"sporter";1;"understad";1;"growrd";1;"nad";1;"subsiad";1;"yestady";1;"prus";1;"scarpae";1;"inpait";1;"seilfish";1;"irabon";1;"prompety";1;"lanturen";1;"demandstral";1;"jdjement";1;"plobee";1;NA;NA;NA;NA;"klep";1;"prodn";1;"j";1;"losed";1;"shiv";1;"shelch";1;"gruge";1;"lawtie 1";1;"flingss";1;"sckade1";1;"scronde";1;"byf";1;"whifound";1;"prastend";1;"sirofect";1;"blah";1;"spagtern";1;"ubebe";1;"soabaan";1;"jubfied";1;"yenep";1;"sanddrate";1;"impablet";1;"hurrout";1;"irelisishe";1;"potoday";1;"shugment";1
NA;NA;NA;NA;NA;NA;NA;NA;"peeprol";1;"pepl";1;NA;NA;"deele";1;"deiee";1;"yuning";1;"naier";1;"reemend";1;"sholdde";1;"sossusst";1;"conry";1;"slchchn";1;"folhcone";1;"flarer";1;"scincie";1;"aspieya";1;"lainge";1;NA;NA;"nabior";1;"mabli";1;"artizam";1;"abislutely";1;"citiitys";1;"amalici";1;"calinser";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"stronj";1;NA;NA;"sm";1;"shoert";1;NA;NA;"swepot";1;"withatt";1;"sporti";1;"understang";1;"grrad";1;"obleed";1;"subsidb";1;"yestae";1;"pryes";1;"scarped";1;"inpak";1;"sel";1;"irombon";1;"prompty";1;"lanturne";1;"demansta";1;"jedment";1;"plobly";1;NA;NA;NA;NA;"klepp1";1;"prommed";1;"jessit";1;"lot";1;"treem";1;"shelp";1;"gwand";1;"lawty 1";1;"flys";1;"scnb";1;"scsramd";1;"byf 1";1;"whitaund";1;"prastoan";1;"sjolt";1;"blahber";1;"spaimtern";1;"ubgg";1;"sobbone";1;"jubhside";1;"yep";1;"sanddtreught";1;"impablie";1;"ibrit";1;"jelfish";1;"potodo";1;"shument";1
NA;NA;NA;NA;NA;NA;NA;NA;"peeprr";1;"pes";1;NA;NA;"deey";1;"deinile";1;"yunn";1;"naiha";1;"reen";1;"sholde";1;"srach";1;"contchrey";1;"so";1;"folyoun";1;"flarva";1;"scinck";1;"aspigh";1;"laiyl";1;NA;NA;"nabir";1;"macvles";1;"arttisem";1;"ablee";1;"citise";1;"amaliser";1;"calmseler";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"stronmg";1;NA;NA;"snerut";1;"sholf";1;NA;NA;"sweppt";1;"withau";1;"sportieu";1;"understanyd";1;"gruond";1;"piaid";1;"subsided";1;"yestaoy";1;"prz";1;"scarpeer";1;"inpakat";1;"sele";1;"jobeog";1;"promtea";1;"lanun";1;"demanstraight1";1;"jeut";1;"ploplee";1;NA;NA;NA;NA;"ko";1;"pronda";1;"justs";1;"lovene";1;NA;NA;"shelpf";1;"gwrong";1;"layhte";1;"fosz";1;"scode";1;"scwant";1;"byfie1";1;"whithomed";1;"prastown";1;"sjrotact";1;"blahpers";1;"spaintan";1;"ubnabee";1;"sobnoo";1;"jubied";1;"yeperty";1;"sanderstrat";1;"impabpit";1;"iereye";1;"jofiy";1;"potrah";1;"shumiaud";1
NA;NA;NA;NA;NA;NA;NA;NA;"peepw";1;"qd";1;NA;NA;"defle";1;"deirr";1;"yunng";1;"naish";1;"remader";1;"sholdter";1;"sreach";1;"conterey";1;"sooshun";1;"fonan";1;"flasver";1;"scines";1;"aspighyer";1;"laj";1;NA;NA;"nabirer";1;"mafalas";1;"artzum";1;"ablisey";1;"cizialise";1;"amallised";1;"calnsa";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strop";1;NA;NA;"snuw";1;"showf";1;NA;NA;"sweprc";1;"withauth";1;"sportig";1;"understound";1;"gruot";1;"played";1;"subsigha";1;"yestardady";1;"prze";1;"scarper";1;"inpakedt";1;"seleefishlee";1;"l";1;"proopity";1;"larten";1;"demanstrayed";1;"jgumpent";1;"plorry";1;NA;NA;NA;NA;"leee";1;"proned1";1;"keb";1;"lre";1;NA;NA;"shelthe";1;"horong";1;"layt";1;"foyz";1;"scrat";1;"scyd";1;"byrf";1;"whithound1";1;"prawstand";1;"skroufeckt";1;"blaip";1;"spaintern";1;"udbadee";1;"sobnssn";1;"jubno";1;"yepiey";1;"sanderstrate";1;"impabut";1;"impapet";1;"jrellthly";1;"potrai";1;"shushment";1
NA;NA;NA;NA;NA;NA;NA;NA;"pegpuu";1;"rover";1;NA;NA;"dei";1;"deiy";1;"yunp";1;"naisher";1;"remaer";1;"sholdu";1;"srech";1;"conthy";1;"sroin";1;"foncn";1;"flasvteuu";1;"scintet's";1;"aspihg";1;"lajwij";1;NA;NA;"naboh";1;"mafles";1;"atesame";1;"abloosiy";1;"cosetee";1;"amerlise";1;"caloler";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strung";1;NA;NA;"som";1;"shuf";1;NA;NA;"swert";1;"withdout";1;"sportyee";1;"understund";1;"gruound";1;"royr";1;"subsignd";1;"yestatdai";1;"qusos";1;"scarperc";1;"inpaket";1;"seleishy";1;"lrombone";1;"prop";1;"lartens";1;"demanstreate";1;"jigadnet";1;"po";1;NA;NA;NA;NA;"lep";1;"prong";1;"last";1;"lrgs";1;NA;NA;"shelve";1;"hs";1;"leee";1;"foz";1;"sct";1;"sdl";1;"bzf";1;"whitond";1;"prcsekand";1;"slorawfet";1;"blaker";1;"spamten";1;"udbadiy";1;"sobome";1;"jubny";1;"yepperty";1;"sandestraight";1;"impacif";1;"jerout";1;"k";1;"pott";1;"sidjment";1
NA;NA;NA;NA;NA;NA;NA;NA;"pelole";1;"ruthru";1;NA;NA;"deiini";1;"delee";1;"yuoung";1;"naitre";1;"remamber";1;"sholeder";1;"srhc";1;"contigy";1;"ssoishen";1;"fonshon";1;"flath";1;"scirece";1;"aspinger";1;"lalngwigj";1;NA;NA;"nabough";1;"maflus";1;"atesime";1;"ablootly";1;"cosiatyes";1;"amlais";1;"calsis";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ton";1;NA;NA;"sqam";1;"shulf";1;NA;NA;"swete";1;"witheat";1;"spos";1;"undesand";1;"gruund";1;"s";1;"subsiid";1;"yestayn";1;"s";1;"scarphar";1;"inpakked";1;"seleshley";1;"nsmbr";1;"propaly";1;"lartern";1;"demastaite";1;"jiment";1;"pob";1;NA;NA;NA;NA;"let";1;"pronod";1;"lest";1;"lrist";1;NA;NA;"sher";1;"joite";1;"lerly";1;"freei";1;"seade";1;"seb";1;"c";1;"whittand";1;"prd";1;"snoner";1;"blama";1;"spamterm";1;"udbay";1;"sobond";1;"jubrine";1;"yepst";1;"sandfoty";1;"impacvit";1;"krose";1;"lrouflishy";1;"potterday";1;"sidment";1
NA;NA;NA;NA;NA;NA;NA;NA;"pelpall";1;"rvu";1;NA;NA;"deily";1;"delity";1;"yur";1;"naitrer";1;"remba";1;"shollder";1;"srich";1;"contny";1;"stachn";1;"foo(illegible)sn";1;"flathe";1;"sciuens";1;"aspior(illegible)r";1;"lanage";1;NA;NA;"nabougher";1;"maithus";1;"atezam";1;"ablosszey";1;"cuciety";1;"amlus";1;"calsler";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"tstrong";1;NA;NA;"sqram";1;"shwo";1;NA;NA;"swetped";1;"withed";1;"spot";1;"undestant";1;"grwe";1;"subsd";1;"subsingd";1;"yestd";1;"seringa";1;"scarpure";1;"inpaks";1;"self";1;"osc";1;"proparty";1;"lason";1;"demastated";1;"jineme";1;"pobaley";1;NA;NA;NA;NA;"lewp";1;"prons";1;"lhst";1;"lrt";1;NA;NA;"sherlf";1;"jrong";1;"lerte";1;"frive";1;"seard";1;"seet";1;"d(illegible)ter";1;"whnd";1;"prdad";1;"sofe";1;"blamp";1;"span";1;"udblabee";1;"sobone";1;"jubsaed";1;"yepsty";1;"sandfut";1;"impadict";1;"lerswand";1;"nsitl";1;"potterly";1;"sigmunt";1
NA;NA;NA;NA;NA;NA;NA;NA;"pelpped";1;"thea";1;NA;NA;"deiry";1;"deraree";1;"yvng";1;"naiuhc";1;"rembambre";1;"sholploer";1;"srrch";1;"contrary";1;"stachne";1;"foocher";1;"flathea";1;"scuance";1;"aspirce";1;"lanauige";1;NA;NA;"nabouhr";1;"maivles";1;"atiom";1;"abloutley";1;"cusiatys";1;"amlz";1;"calslor";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"utm";1;NA;NA;"srab";1;"slale";1;NA;NA;"swetpped";1;"witheout";1;"spoteey";1;"undetsiund";1;"grwenb";1;NA;NA;"subsinke";1;"yestdait";1;"spris";1;"scarpus";1;"inpant";1;"selfashly";1;"pb";1;"propataey";1;"latane";1;"demastrat";1;"jismant";1;"pobee";1;NA;NA;NA;NA;"lim";1;"pronyd";1;"no(illegible)";1;"luast";1;NA;NA;"sheser";1;"k";1;"lertea";1;"frs";1;"secked";1;"senab";1;"dalf";1;"whtd";1;"prertand";1;"sofeckt";1;"blamper";1;"spanchug";1;"udblay";1;"soboume";1;"jubsb";1;"yerdy";1;"sandhrat";1;"impadid";1;"moke";1;"oreruve";1;"pouday";1;"sijment";1
NA;NA;NA;NA;NA;NA;NA;NA;"pelpul";1;"ub";1;NA;NA;"del";1;"derde";1;"yyn";1;"naja";1;"rembber";1;"sholuder";1;"srs";1;"contrea";1;"stacin";1;"foorchon";1;"flaunor";1;"scuns";1;"aspire";1;"lanche";1;NA;NA;"nabourge";1;"majulees";1;"atisame";1;"abloutly";1;"cusieteys";1;"anaesy";1;"calur";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"zon";1;NA;NA;"srad";1;"slef";1;NA;NA;"swett";1;"witheuo";1;"spotie";1;"undidstund";1;"grwnd";1;NA;NA;"subsis";1;"yestde";1;"stunem";1;"scatar";1;"inpantat";1;"selferlishly";1;"pcnn";1;"propate";1;"latarn";1;"demastrayt";1;"jiujment";1;"pobely";1;NA;NA;NA;NA;"lip";1;"proorp";1;"otw";1;"lucsa";1;NA;NA;"shf";1;"lut";1;"let";1;"fugi";1;"seeet";1;"senn";1;"ddbbighff";1;"wi(illegible)nd";1;"pretend";1;"sofet";1;"blanber";1;"spancinn";1;"udbp";1;"sobown";1;"jubsi";1;"yerputy";1;"sandireee";1;"impady";1;"no1answer";1;"perfishl";1;"poutoan";1;"sirment";1
NA;NA;NA;NA;NA;NA;NA;NA;"pelu";1;"ud";1;NA;NA;"delde";1;"dereep";1;NA;NA;"najer";1;"rembember";1;"shonnder";1;"srsh";1;"contreair";1;"staction";1;"foortoon";1;"flauver";1;"seah";1;"aspiree";1;"landguge";1;NA;NA;"nabourng";1;"malelse";1;"atisem";1;"abltlee";1;"cusiyetury";1;"anais";1;"camlersler";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sramd";1;"slens";1;NA;NA;"swiht";1;"withlout";1;"spotting";1;"undostand";1;"gua";1;NA;NA;"subsit";1;"yestdirday";1;"zp";1;"scath";1;"inpapt";1;"selfershy";1;"ponzdol";1;"propates";1;"lated";1;"demastreat";1;"jiyment";1;"poble";1;NA;NA;NA;NA;"lir";1;"prop";1;"sayea";1;"lufl";1;NA;NA;"shfaocp";1;"naug";1;"leter";1;"fuise";1;"sem";1;"serand";1;"def";1;"wiardn";1;"privsand";1;"soffet";1;"blank";1;"spanded";1;"udddle";1;"soch";1;"jubsibe";1;"yesaty";1;"sandistrate";1;"impahbet";1;"ourto";1;"prir";1;"praeday";1;"situmsh";1
NA;NA;NA;NA;NA;NA;NA;NA;"pen";1;"uder";1;NA;NA;"deldea";1;"derer";1;NA;NA;"najr";1;"rembor";1;"shoob";1;"srth";1;"contrurey";1;"staetuon";1;"fooshon";1;"flavare";1;"secens";1;"aspirte";1;"landwide";1;NA;NA;"nabout";1;"malivo";1;"atisim";1;"abluse";1;"drdirt";1;"analaize";1;"camsiler";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sramp";1;"sncelf";1;NA;NA;"swipt";1;"withoat";1;"spoutea";1;"undrad";1;"krb";1;NA;NA;"subsiyd";1;"yestedae";1;NA;NA;"sceprper";1;"inpasaoostb";1;"selfesey";1;"printe";1;"propatey";1;"laten";1;"demdstrech";1;"jmtr";1;"poblie";1;NA;NA;NA;NA;"lp";1;"prord";1;"sessd";1;"luostd";1;NA;NA;"shhh";1;"ns(illegible)wof";1;"letery";1;"fums";1;"ser";1;"sgad";1;"difs";1;"wiber";1;"prizand";1;"sofutr";1;"blape";1;"spandher";1;"uderbably";1;"sodon";1;"jubsich";1;"yesbeat";1;"sandlat";1;"impahit";1;"paerut";1;"protiosh";1;"prarday";1;"sjamit";1
NA;NA;NA;NA;NA;NA;NA;NA;"peobol";1;"udir";1;NA;NA;"deldly";1;"derery";1;NA;NA;"nalcho";1;"remea";1;"shoocr";1;"ss";1;"contrury";1;"staeyin";1;"fooshoon";1;"flavc";1;"sees";1;"aspiuer";1;"landwij";1;NA;NA;"nabu";1;"mallos";1;"atitim";1;"aboloutly";1;"exel";1;"analas";1;"cancala";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sran";1;"sraf";1;NA;NA;"swot";1;"withoght";1;"sprooty";1;"undrnd";1;"leee";1;NA;NA;"subsoy";1;"yesterdai";1;NA;NA;"scer";1;"inpatck";1;"selfeshily";1;"pro";1;"propbese";1;"laterd";1;"demdtl";1;"jogmen";1;"polee";1;NA;NA;NA;NA;"m6";1;"prorond";1;"sh";1;"lurrst";1;NA;NA;"shi(illegible)";1;"o";1;"lnotts";1;"fuse";1;"sgab";1;"sgraid";1;"dofe";1;"wibheb";1;"proastant";1;"sokefect";1;"blapeh";1;"spandirn";1;"uderboerling";1;"sodoon";1;"jubsidle";1;"yesbente";1;"sandpuon";1;"impaible";1;"pairot";1;"proty";1;"prataday";1;"sjmint";1
NA;NA;NA;NA;NA;NA;NA;NA;"peoeul";1;"udirr";1;NA;NA;"deldred";1;"deri";1;NA;NA;"narecher";1;"remeb";1;"shoodu";1;"stch";1;"conturey";1;"stagn";1;"footfool";1;"flavea";1;"segns";1;"aspiure";1;"lane";1;NA;NA;"nacher";1;"malos";1;"ativem";1;"abolutle";1;"gun";1;"analase";1;"cancaller";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"srcam";1;"stalf";1;NA;NA;"swp";1;"withoto";1;"sprorty";1;"undrsnd";1;"non";1;NA;NA;"substide";1;"yesterdoy";1;NA;NA;"scerper";1;"inpb";1;"selfeshleey";1;"rkb";1;"propdee";1;"lath";1;"deme";1;"jojement";1;"popal";1;NA;NA;NA;NA;"o";1;"prowed";1;"shost";1;"lurs";1;NA;NA;"shiclf";1;"os";1;"lo";1;"fwf";1;"sgayd";1;"sgran";1;"doirt";1;"wich";1;"prob";1;"soot";1;"blapepla";1;"spandon";1;"uderdlalee";1;"sogbown";1;"jubsidstf";1;"yesbertey";1;"sandrais";1;"impal";1;"pait";1;"proutlisty";1;"pratady";1;"slodyunt";1
